A[32]	B[32]	Op[4]	Sa[5]	C[32]	V
#Edge Cases
-2147483648		-2147483648		8		0		0		0
2147483647		-2147483648		8		0		1		0
0		-2147483648		8		0		1		0
1		-2147483648		8		0		1		0
-1		-2147483648		8		0		1		0
-2147483648		2147483647		8		0		1		0
2147483647		2147483647		8		0		0		0
0		2147483647		8		0		1		0
1		2147483647		8		0		1		0
-1		2147483647		8		0		1		0
-2147483648		0		8		0		1		0
2147483647		0		8		0		1		0
0		0		8		0		0		0
1		0		8		0		1		0
-1		0		8		0		1		0
-2147483648		1		8		0		1		0
2147483647		1		8		0		1		0
0		1		8		0		1		0
1		1		8		0		0		0
-1		1		8		0		1		0
-2147483648		-1		8		0		1		0
2147483647		-1		8		0		1		0
0		-1		8		0		1		0
1		-1		8		0		1		0
-1		-1		8		0		0		0
-2147483648		-2147483648		9		0		1		0
2147483647		-2147483648		9		0		0		0
0		-2147483648		9		0		0		0
1		-2147483648		9		0		0		0
-1		-2147483648		9		0		0		0
-2147483648		2147483647		9		0		0		0
2147483647		2147483647		9		0		1		0
0		2147483647		9		0		0		0
1		2147483647		9		0		0		0
-1		2147483647		9		0		0		0
-2147483648		0		9		0		0		0
2147483647		0		9		0		0		0
0		0		9		0		1		0
1		0		9		0		0		0
-1		0		9		0		0		0
-2147483648		1		9		0		0		0
2147483647		1		9		0		0		0
0		1		9		0		0		0
1		1		9		0		1		0
-1		1		9		0		0		0
-2147483648		-1		9		0		0		0
2147483647		-1		9		0		0		0
0		-1		9		0		0		0
1		-1		9		0		0		0
-1		-1		9		0		1		0
-2147483648		-2147483648		14		0		1		0
2147483647		-2147483648		14		0		0		0
0		-2147483648		14		0		1		0
1		-2147483648		14		0		0		0
-1		-2147483648		14		0		1		0
-2147483648		2147483647		14		0		1		0
2147483647		2147483647		14		0		0		0
0		2147483647		14		0		1		0
1		2147483647		14		0		0		0
-1		2147483647		14		0		1		0
-2147483648		0		14		0		1		0
2147483647		0		14		0		0		0
0		0		14		0		1		0
1		0		14		0		0		0
-1		0		14		0		1		0
-2147483648		1		14		0		1		0
2147483647		1		14		0		0		0
0		1		14		0		1		0
1		1		14		0		0		0
-1		1		14		0		1		0
-2147483648		-1		14		0		1		0
2147483647		-1		14		0		0		0
0		-1		14		0		1		0
1		-1		14		0		0		0
-1		-1		14		0		1		0
-2147483648		-2147483648		15		0		0		0
2147483647		-2147483648		15		0		1		0
0		-2147483648		15		0		0		0
1		-2147483648		15		0		1		0
-1		-2147483648		15		0		0		0
-2147483648		2147483647		15		0		0		0
2147483647		2147483647		15		0		1		0
0		2147483647		15		0		0		0
1		2147483647		15		0		1		0
-1		2147483647		15		0		0		0
-2147483648		0		15		0		0		0
2147483647		0		15		0		1		0
0		0		15		0		0		0
1		0		15		0		1		0
-1		0		15		0		0		0
-2147483648		1		15		0		0		0
2147483647		1		15		0		1		0
0		1		15		0		0		0
1		1		15		0		1		0
-1		1		15		0		0		0
-2147483648		-1		15		0		0		0
2147483647		-1		15		0		1		0
0		-1		15		0		0		0
1		-1		15		0		1		0
-1		-1		15		0		0		0

#Random Cases
495521293		1699526510		9		0		0		0
-322718413		412180145		8		0		1		0
518365233		-1001810761		15		0		1		0
-537100986		-1342202854		8		0		1		0
94772558		462337796		14		0		0		0
465672563		-283667595		14		0		0		0
-1732883239		-2082086132		14		0		1		0
-1316548942		-1207048621		15		0		0		0
1429727059		675501857		15		0		1		0
-1773168259		988586081		8		0		1		0
-830364027		-690610539		15		0		0		0
1830474448		868719129		15		0		1		0
716327288		1794470142		15		0		1		0
-1071486426		647550084		8		0		1		0
1523292318		204943455		8		0		1		0
1240975959		1776336463		9		0		0		0
-982103868		514683865		14		0		1		0
-1119324425		77864602		9		0		0		0
-2120414402		-1379820409		9		0		0		0
-1366980590		-710750116		14		0		1		0
1021043218		546661514		15		0		1		0
-263954567		1810081215		8		0		1		0
525223634		-341402384		14		0		0		0
-1221907319		-731283245		8		0		1		0
-1760405143		-1229203873		8		0		1		0
-1905449505		-39632629		8		0		1		0
339198308		-321102205		8		0		1		0
1079057844		1830685356		15		0		1		0
265512674		-1967401434		14		0		0		0
1425101350		-1469263349		14		0		0		0
674619453		1329162933		14		0		0		0
1580750222		588087727		9		0		0		0
546219950		1956198898		8		0		1		0
1690279033		953208449		8		0		1		0
-770737649		-603972904		15		0		0		0
-1094041011		-418749385		15		0		0		0
-1057218027		1753037545		8		0		1		0
-1699499881		-772325078		14		0		1		0
-1923126637		-1292954720		14		0		1		0
-1254344341		-58799399		14		0		1		0
207046566		88494151		9		0		0		0
-1161520316		620954228		14		0		1		0
-1778837204		-1081756223		15		0		0		0
1097879885		-321319990		8		0		1		0
374983956		-1338836444		15		0		1		0
336275305		1783982308		14		0		0		0
-375567357		-1461467555		9		0		0		0
1351090355		-358851717		14		0		0		0
557127997		2020645293		15		0		1		0
-1924601994		267452295		8		0		1		0
1897937574		1134002827		14		0		0		0
721491775		1840101525		8		0		1		0
496245470		1466906637		9		0		0		0
802767516		489458124		14		0		0		0
-187803665		2074446542		8		0		1		0
1926421404		559532897		15		0		1		0
222842999		1551183219		14		0		0		0
2096275330		-28214811		8		0		1		0
-2051781690		-1755331690		8		0		1		0
-1722909934		1539068830		15		0		0		0
966369457		1376942563		15		0		1		0
-489583673		2075160041		14		0		1		0
-2650421		1853251982		9		0		0		0
-1628099282		2107329191		9		0		0		0
793864069		-1451595218		8		0		1		0
-1587792955		1510841708		9		0		0		0
-2111531873		-960374236		15		0		0		0
-1445507233		1769578418		8		0		1		0
713142792		-583645039		8		0		1		0
-1885263177		1157299722		9		0		0		0
-1689530941		1169746751		15		0		0		0
-408305699		1666187737		15		0		0		0
-1348725222		-1498420905		8		0		1		0
-1908688787		-1695847555		15		0		0		0
-682536998		453530809		8		0		1		0
-149384167		1838057944		9		0		0		0
-484237821		-940457568		8		0		1		0
-659805183		-550948222		15		0		0		0
1006132762		260031259		8		0		1		0
-618238271		-1405336240		15		0		0		0
1372854161		-1792834205		15		0		1		0
-881926590		-2144282756		14		0		1		0
-122630432		-2066675965		9		0		0		0
2045111349		-949403087		8		0		1		0
-2076990659		317687988		14		0		1		0
1034357000		2120226174		15		0		1		0
1455814284		1956388607		8		0		1		0
402108107		-1182938357		14		0		0		0
1158926328		-671630521		8		0		1		0
1020315860		-142622704		9		0		0		0
-842955945		-559011650		15		0		0		0
522497261		1763791500		15		0		1		0
-120508411		-1918116160		15		0		0		0
1972442550		132278596		9		0		0		0
-1969418944		367087334		8		0		1		0
2040289108		292378718		9		0		0		0
-1895806060		1055479883		9		0		0		0
600128360		2057584766		14		0		0		0
1870882024		150241377		9		0		0		0
-456262780		-1175347006		14		0		1		0
214938488		183053830		15		0		1		0
-1608027344		67526528		8		0		1		0
900621501		-506066681		14		0		0		0
1661821756		1220915907		14		0		0		0
608107216		-2021911055		14		0		0		0
-1016481130		-357425915		8		0		1		0
-509854752		-1383660641		14		0		1		0
-2021018885		-306591524		15		0		0		0
708651375		470326830		8		0		1		0
-64504935		236517691		8		0		1		0
239821881		-656454501		15		0		1		0
-976207980		-1839033130		9		0		0		0
885887112		229076274		14		0		0		0
-2136812099		167875707		14		0		1		0
838012359		-1969770995		15		0		1		0
1235187790		703760446		14		0		0		0
2144281603		769031856		14		0		0		0
5252988		1594191493		14		0		0		0
8857750		-13853673		9		0		0		0
-2120771327		895363557		8		0		1		0
411597765		-1943164404		8		0		1		0
1210626922		2070252619		15		0		1		0
1261894975		-1000584586		14		0		0		0
1146635474		64375609		8		0		1		0
1895587643		-196288719		8		0		1		0
-1108153233		-363752842		14		0		1		0
-1160138280		-453406849		14		0		1		0
-1563736214		-1088235315		9		0		0		0
1945273427		1680669		14		0		0		0
-1216989151		1440849515		9		0		0		0
-343375852		-946501966		15		0		0		0
50944628		2060230812		9		0		0		0
2024874229		-1571128832		8		0		1		0
1898996706		-1114378698		15		0		1		0
-100094856		739592620		14		0		1		0
1722272831		-1740153617		15		0		1		0
2106827875		-1059541624		8		0		1		0
542877045		-2084260197		9		0		0		0
-956858844		2137962482		14		0		1		0
-1680329745		888196490		9		0		0		0
-570482506		-299759890		8		0		1		0
-1800293560		-991548725		9		0		0		0
248257371		-237362142		14		0		0		0
112535461		-186751732		8		0		1		0
1791312055		-1417631003		15		0		1		0
-1556908763		-1020060485		14		0		1		0
446614106		91939449		14		0		0		0
419505453		84850091		15		0		1		0
-1907992478		1191042866		8		0		1		0
1690434385		-1005630966		15		0		1		0
1384794875		-1902161564		14		0		0		0
-495028990		1516541801		8		0		1		0
1117470010		-660509203		14		0		0		0
855085650		-1194548444		8		0		1		0
-268078385		-55252072		15		0		0		0
-633726125		474053236		15		0		0		0
2000161292		592517297		8		0		1		0
-421926667		998676406		8		0		1		0
-765137149		-1518079556		14		0		1		0
-1742343769		103561370		14		0		1		0
75504607		2144591674		9		0		0		0
-2011794851		-1174496589		8		0		1		0
-1973494034		-1585879075		9		0		0		0
-611153166		908973310		14		0		1		0
566086942		486291086		9		0		0		0
1721514990		486773168		9		0		0		0
-884194276		1345981076		14		0		1		0
1082014034		501382068		14		0		0		0
290966333		-494524845		8		0		1		0
-765257005		-286227652		9		0		0		0
23838666		-180889407		9		0		0		0
-136327363		-198572459		8		0		1		0
567762650		-170545934		14		0		0		0
1030465696		-2006786907		8		0		1		0
